Name;Platform_norm;Year;developer;Global_Sales;NA_Sales;EU_Sales;JP_Sales;Other_Sales;Generation;Console_Type;Company;Name_norm
Street Fighter Alpha 3 MAX;PlayStation Portable;2006;Capcom;0.33;0.27;0.01;0.02;0.03;6th Gen;Handheld;Sony;street fighter alpha 3 max
Street Fighter Alpha Anthology;PlayStation 2;2006;Capcom Production Studio 2;0.24;0.11;0.08;0.02;0.03;6th Gen;Home Console;Sony;street fighter alpha anthology
Street Fighter Alpha: Warriors' Dreams;PlayStation;1995;Capcom;0.76;0.17;0.11;0.43;0.05;5th Gen;Home Console;Sony;street fighter alpha warriors dreams
Street Fighter Anniversary Collection;PlayStation 2;2004;Capcom;0.65;0.32;0.25;0.0;0.08;6th Gen;Home Console;Sony;street fighter anniversary collection
Street Fighter Anniversary Collection;Xbox;2005;Capcom;0.15;0.11;0.03;0.0;0.01;6th Gen;Home Console;Microsoft;street fighter anniversary collection
Street Fighter EX Plus Alpha;PlayStation;1997;Arika;0.75;0.28;0.19;0.23;0.05;5th Gen;Home Console;Sony;street fighter ex plus alpha
Street Fighter EX2 Plus;PlayStation;1999;Arika;0.24;0.13;0.09;0.0;0.02;5th Gen;Home Console;Sony;street fighter ex2 plus
Street Fighter EX3;PlayStation 2;2000;Arika;0.85;0.32;0.25;0.2;0.08;6th Gen;Home Console;Sony;street fighter ex3
Street Fighter IV;PlayStation 3;2009;Capcom / Dimps Corporation;4.2;2.04;1.05;0.59;0.52;7th Gen;Home Console;Sony;street fighter iv
Street Fighter IV;Xbox 360;2009;Capcom / Dimps Corporation;2.94;1.83;0.7;0.15;0.26;7th Gen;Home Console;Microsoft;street fighter iv
Street Fighter: The Movie;PlayStation;1995;Incredible Technologies;0.18;0.1;0.07;0.0;0.01;5th Gen;Home Console;Sony;street fighter the movie
Street Fighter V;PlayStation 4;2016;Capcom;1.4;0.64;0.42;0.12;0.22;8th Gen;Home Console;Sony;street fighter v
Street Fighter X Tekken;PlayStation 3;2012;Capcom;0.84;0.42;0.22;0.1;0.1;7th Gen;Home Console;Sony;street fighter x tekken
Street Fighter x Tekken;PlayStation Vita;2012;Capcom;0.2;0.1;0.05;0.01;0.04;8th Gen;Handheld;Sony;street fighter x tekken
Street Fighter X Tekken;Xbox 360;2012;Capcom;0.49;0.32;0.1;0.03;0.04;7th Gen;Home Console;Microsoft;street fighter x tekken
Street Hoops;GameCube;2002;Black Ops Entertainment;0.11;0.09;0.02;0.0;0.0;6th Gen;Home Console;Nintendo;street hoops
Street Hoops;PlayStation 2;2002;Black Ops Entertainment;0.92;0.45;0.35;0.0;0.12;6th Gen;Home Console;Sony;street hoops
Street Hoops;Xbox;2002;Black Ops Entertainment;0.28;0.21;0.06;0.0;0.01;6th Gen;Home Console;Microsoft;street hoops
Street Racer;PlayStation;1996;Vivid Image;0.16;0.09;0.06;0.0;0.01;5th Gen;Home Console;Sony;street racer
Street Sk8er;PlayStation;1999;Micro Cabin;0.66;0.37;0.25;0.0;0.04;5th Gen;Home Console;Sony;street sk8er
Stretch Panic;PlayStation 2;2001;Treasure Co., Ltd.;0.05;0.02;0.02;0.0;0.01;6th Gen;Home Console;Sony;stretch panic
Strider 2;PlayStation;2000;Capcom;0.09;0.05;0.03;0.0;0.01;5th Gen;Home Console;Sony;strider 2
Strike Force Bowling;GameCube;2005;Lab Rats Games;0.06;0.05;0.01;0.0;0.0;6th Gen;Home Console;Nintendo;strike force bowling
Strike Force Bowling;PlayStation 2;2004;Lab Rats Games;0.62;0.3;0.24;0.0;0.08;6th Gen;Home Console;Sony;strike force bowling
Strike Force Bowling;Xbox;2004;Lab Rats Games;0.04;0.03;0.01;0.0;0.0;6th Gen;Home Console;Microsoft;strike force bowling
Strike Point;PlayStation;1996;MotiveTime, Ltd.;0.07;0.04;0.03;0.0;0.0;5th Gen;Home Console;Sony;strike point
Striker 96;PlayStation;1996;Rage Software;0.08;0.04;0.03;0.0;0.01;5th Gen;Home Console;Sony;striker 96
Strikers 1945;PlayStation;2001;Psikyo;0.13;0.07;0.05;0.0;0.01;5th Gen;Home Console;Sony;strikers 1945
Stuart Little 3: Big Photo Adventure;PlayStation 2;2005;Magenta Software;0.08;0.04;0.03;0.0;0.01;6th Gen;Home Console;Sony;stuart little 3 big photo adventure
Stubbs the Zombie in Rebel Without a Pulse;Xbox;2005;Wideload Games;0.1;0.08;0.02;0.0;0.0;6th Gen;Home Console;Microsoft;stubbs the zombie in rebel without a pulse
Stunt GP;PlayStation 2;2001;Team17 Software;0.05;0.02;0.02;0.0;0.01;6th Gen;Home Console;Sony;stunt gp
Stuntman;PlayStation 2;2002;Reflections Interactive;1.55;0.76;0.59;0.0;0.2;6th Gen;Home Console;Sony;stuntman
Stuntman: Ignition;PlayStation 2;2007;Paradigm Entertainment;0.26;0.13;0.1;0.0;0.03;6th Gen;Home Console;Sony;stuntman ignition
Stuntman: Ignition;PlayStation 3;2007;Paradigm Entertainment;0.53;0.17;0.26;0.0;0.1;7th Gen;Home Console;Sony;stuntman ignition
Stuntman: Ignition;Xbox 360;2007;Paradigm Entertainment;0.63;0.25;0.31;0.0;0.07;7th Gen;Home Console;Microsoft;stuntman ignition
Style Lab: Makeover;Nintendo DS;2009;Jet Black Games;0.41;0.34;0.04;0.0;0.03;7th Gen;Handheld;Nintendo;style lab makeover
Style Savvy;Nintendo DS;2008;;2.62;0.63;0.84;0.96;0.19;7th Gen;Handheld;Nintendo;style savvy
Style Savvy: Styling Star;Nintendo 3DS;2017;syn Sophia;0.45;0.0;0.29;0.14;0.02;8th Gen;Handheld;Nintendo;style savvy styling star
Style Savvy: Trendsetters;Nintendo 3DS;2012;syn Sophia;0.72;0.16;0.02;0.53;0.01;8th Gen;Handheld;Nintendo;style savvy trendsetters
Sub Rebellion;PlayStation 2;2002;Irem Software Engineering;0.08;0.04;0.03;0.0;0.01;6th Gen;Home Console;Sony;sub rebellion
Subnautica;PlayStation 4;2018;Unknown Worlds Entertainment;0.12;0.07;0.03;0.0;0.02;8th Gen;Home Console;Sony;subnautica
Sudden Strike 4;PlayStation 4;2017;Kite Games;0.11;0.05;0.03;0.01;0.02;8th Gen;Home Console;Sony;sudden strike 4
Sudeki;Xbox;2004;Climax Group;0.19;0.14;0.04;0.0;0.01;6th Gen;Home Console;Microsoft;sudeki
Sudoku Ball Detective;Wii;2009;WhiteBear Studios;0.03;0.02;0.01;0.0;0.0;7th Gen;Home Console;Nintendo;sudoku ball detective
Sudoku Gridmaster;Nintendo DS;2006;Hudson Soft;0.16;0.13;0.02;0.0;0.01;7th Gen;Handheld;Nintendo;sudoku gridmaster
Suikoden;PlayStation;1996;Konami;0.6;0.21;0.14;0.21;0.04;5th Gen;Home Console;Sony;suikoden
Suikoden II;PlayStation;1999;Konami;0.67;0.15;0.1;0.38;0.04;5th Gen;Home Console;Sony;suikoden ii
Suikoden III;PlayStation 2;2002;KCET;0.98;0.29;0.23;0.38;0.08;6th Gen;Home Console;Sony;suikoden iii
Suikoden IV;PlayStation 2;2005;Konami Computer Entertainment Tokyo;0.65;0.17;0.13;0.3;0.05;6th Gen;Home Console;Sony;suikoden iv
Suikoden Tactics;PlayStation 2;2005;Konami;0.2;0.06;0.05;0.07;0.02;6th Gen;Home Console;Sony;suikoden tactics
Suikoden Tierkreis;Nintendo DS;2009;Konami;0.27;0.09;0.02;0.15;0.01;7th Gen;Handheld;Nintendo;suikoden tierkreis
Suikoden V;PlayStation 2;2006;Hudson Soft;0.35;0.08;0.06;0.19;0.02;6th Gen;Home Console;Sony;suikoden v
Summer Athletics 2009;Xbox 360;2009;49Games;0.03;0.0;0.03;0.0;0.0;7th Gen;Home Console;Microsoft;summer athletics 2009
Summer Athletics: The Ultimate Challenge;Xbox 360;2008;49Games;0.03;0.02;0.01;0.0;0.0;7th Gen;Home Console;Microsoft;summer athletics the ultimate challenge
Summer Athletics: The Ultimate Challenge (Others sales);Wii;2008;49Games;0.21;0.0;0.2;0.0;0.01;7th Gen;Home Console;Nintendo;summer athletics the ultimate challenge (others sales)
Summer Athletics: The Ultimate Challenge (US sales);Wii;2008;49Games;0.26;0.23;0.03;0.0;0.0;7th Gen;Home Console;Nintendo;summer athletics the ultimate challenge (us sales)
Summer Challenge: Athletics Tournament;PlayStation 3;2011;DTP Entertainment;0.04;0.0;0.03;0.0;0.01;7th Gen;Home Console;Sony;summer challenge athletics tournament
Summer Challenge: Athletics Tournament;Wii;2011;DTP Young Entertainment;0.02;0.0;0.02;0.0;0.0;7th Gen;Home Console;Nintendo;summer challenge athletics tournament
Summer Heat Beach Volleyball;PlayStation 2;2003;Acclaim Studios Cheltenham;0.29;0.14;0.11;0.0;0.04;6th Gen;Home Console;Sony;summer heat beach volleyball
Summer Sports: Paradise Island;Wii;2008;Digital Embryo;0.54;0.48;0.02;0.0;0.04;7th Gen;Home Console;Nintendo;summer sports paradise island
Summer Sports: Paradise Island (Others sales);Wii;2008;Digital Embryo;0.67;0.0;0.66;0.0;0.01;7th Gen;Home Console;Nintendo;summer sports paradise island (others sales)
Summoner;PlayStation 2;2000;Volition Inc.;0.52;0.25;0.2;0.0;0.07;6th Gen;Home Console;Sony;summoner
Summoner 2;PlayStation 2;2002;Volition Inc.;0.21;0.1;0.08;0.0;0.03;6th Gen;Home Console;Sony;summoner 2
Summoner: A Goddess Reborn;GameCube;2003;Cranky Pants Games;0.05;0.04;0.01;0.0;0.0;6th Gen;Home Console;Nintendo;summoner a goddess reborn
Sunny Garcia Surfing;PlayStation 2;2001;Krome Studios;0.03;0.02;0.01;0.0;0.0;6th Gen;Home Console;Sony;sunny garcia surfing
Sunset Overdrive;Xbox One;2014;Insomniac Games;1.16;0.64;0.42;0.0;0.1;8th Gen;Home Console;Microsoft;sunset overdrive
Super Bomberman R;Switch;2017;HexaDrive;0.88;0.31;0.32;0.19;0.06;8th Gen;Hybrid;Nintendo;super bomberman r
Super Bubble Pop;GameCube;2003;Runecraft;0.05;0.04;0.01;0.0;0.0;6th Gen;Home Console;Nintendo;super bubble pop
Super Bust-A-Move;PlayStation 2;2000;Taito Corporation;0.34;0.17;0.13;0.0;0.04;6th Gen;Home Console;Sony;super bust a move
Super Dragon Ball Z;PlayStation 2;2006;Crafts & Meister;0.37;0.09;0.07;0.19;0.02;6th Gen;Home Console;Sony;super dragon ball z
Super Lucky's Tale;Xbox One;2017;Playful Corp.;0.22;0.13;0.07;0.0;0.02;8th Gen;Home Console;Microsoft;super luckys tale
Super Mario 3D Land;Nintendo 3DS;2011;Nintendo EAD Tokyo;10.79;4.89;2.99;2.13;0.78;8th Gen;Handheld;Nintendo;super mario 3d land
Super Mario 3D World;Wii U;2013;Nintendo EAD Tokyo;4.24;2.11;1.11;0.72;0.3;8th Gen;Home Console;Nintendo;super mario 3d world
Super Mario 64;Nintendo 64;1996;Nintendo EAD;11.9;6.91;2.85;1.91;0.23;5th Gen;Home Console;Nintendo;super mario 64
Super Mario 64;Nintendo DS;2004;;10.42;5.08;3.11;1.25;0.98;7th Gen;Handheld;Nintendo;super mario 64
Super Mario All-Stars: Limited Edition;Wii;2010;Nintendo EAD;2.6;1.02;0.52;0.92;0.14;7th Gen;Home Console;Nintendo;super mario all stars limited edition
Super Mario Galaxy;Wii;2007;Nintendo EAD Tokyo;11.52;6.16;3.4;1.2;0.76;7th Gen;Home Console;Nintendo;super mario galaxy
Super Mario Galaxy 2;Wii;2010;Nintendo EAD Tokyo;7.7;3.66;2.42;0.98;0.64;7th Gen;Home Console;Nintendo;super mario galaxy 2
Super Mario Maker;Wii U;2015;Nintendo EAD;3.18;1.18;0.87;0.93;0.2;8th Gen;Home Console;Nintendo;super mario maker
Super Mario Strikers;GameCube;2005;Next Level Games;1.6;0.98;0.38;0.2;0.04;6th Gen;Home Console;Nintendo;super mario strikers
Super Mario Sunshine;GameCube;2002;Nintendo EAD;6.31;4.01;1.26;0.87;0.17;6th Gen;Home Console;Nintendo;super mario sunshine
Super Monkey Ball;GameCube;2001;Amusement Vision;1.46;0.95;0.37;0.1;0.04;6th Gen;Home Console;Nintendo;super monkey ball
Super Monkey Ball 2;GameCube;2002;Amusement Vision;1.52;1.11;0.31;0.06;0.04;6th Gen;Home Console;Nintendo;super monkey ball 2
Super Monkey Ball 3D;Nintendo 3DS;2011;Sega;0.5;0.26;0.15;0.05;0.04;8th Gen;Handheld;Nintendo;super monkey ball 3d
Super Monkey Ball Adventure;GameCube;2006;Traveller's Tales;0.15;0.12;0.03;0.0;0.0;6th Gen;Home Console;Nintendo;super monkey ball adventure
Super Monkey Ball Adventure;PlayStation 2;2006;Traveller's Tales;0.02;0.01;0.01;0.0;0.0;6th Gen;Home Console;Sony;super monkey ball adventure
Super Monkey Ball Adventure;PlayStation Portable;2006;Traveller's Tales;0.08;0.05;0.02;0.0;0.01;6th Gen;Handheld;Sony;super monkey ball adventure
Super Monkey Ball: Banana Blitz;Wii;2006;Sega;2.27;1.07;0.92;0.04;0.24;7th Gen;Home Console;Nintendo;super monkey ball banana blitz
Super Monkey Ball Deluxe;PlayStation 2;2005;Sega;0.24;0.12;0.09;0.0;0.03;6th Gen;Home Console;Sony;super monkey ball deluxe
Super Monkey Ball Deluxe;Xbox;2005;Sega;0.15;0.11;0.03;0.0;0.01;6th Gen;Home Console;Microsoft;super monkey ball deluxe
Super Monkey Ball: Step & Roll;Wii;2010;Sega;0.38;0.15;0.19;0.0;0.04;7th Gen;Home Console;Nintendo;super monkey ball step & roll
Super Monkey Ball: Touch & Roll;Nintendo DS;2005;;0.77;0.7;0.01;0.0;0.06;7th Gen;Handheld;Nintendo;super monkey ball touch & roll
Super Paper Mario;Wii;2007;Intelligent Systems;3.77;1.98;0.88;0.59;0.32;7th Gen;Home Console;Nintendo;super paper mario
Super PickUps;PlayStation 2;2007;Milestone;0.02;0.01;0.01;0.0;0.0;6th Gen;Home Console;Sony;super pickups
Super Princess Peach;Nintendo DS;2005;;1.06;0.72;0.06;0.21;0.07;7th Gen;Handheld;Nintendo;super princess peach
Super Putty Squad;Switch;2017;System 3 Software;0.01;0.0;0.01;0.0;0.0;8th Gen;Hybrid;Nintendo;super putty squad
Super Puzzle Fighter II Turbo;PlayStation;1996;Capcom;0.14;0.08;0.05;0.0;0.01;5th Gen;Home Console;Sony;super puzzle fighter ii turbo
Super Scribblenauts;Nintendo DS;2010;5TH Cell;1.47;1.06;0.3;0.0;0.11;7th Gen;Handheld;Nintendo;super scribblenauts
Super Smash Bros;Nintendo 64;1999;HAL Laboratory;5.56;2.95;0.6;1.97;0.04;5th Gen;Home Console;Nintendo;super smash bros.
Super Smash Bros. Brawl;Wii;2008;Project Sora;13.04;6.75;2.61;2.66;1.02;7th Gen;Home Console;Nintendo;super smash bros. brawl
Super Smash Bros. for Wii U and 3DS;Nintendo 3DS;2014;;7.44;3.24;1.35;2.42;0.43;8th Gen;Handheld;Nintendo;super smash bros. for wii u and 3ds
Super Smash Bros. for Wii U and 3DS;Wii U;2014;;5.02;2.59;1.06;0.8;0.57;8th Gen;Home Console;Nintendo;super smash bros. for wii u and 3ds
Super Smash Bros. Melee;GameCube;2001;HAL Laboratory;7.06;4.41;1.04;1.39;0.22;6th Gen;Home Console;Nintendo;super smash bros. melee
Super Stardust Ultra VR;PlayStation 4;2016;d3t Ltd;0.02;0.0;0.02;0.0;0.0;8th Gen;Home Console;Sony;super stardust ultra vr
Super Street Fighter IV: 3D Edition;Nintendo 3DS;2011;Capcom;1.22;0.55;0.44;0.14;0.09;8th Gen;Handheld;Nintendo;super street fighter iv 3d edition
Super Swing Golf;Wii;2006;Ntreev Soft;0.23;0.14;0.01;0.07;0.01;7th Gen;Home Console;Nintendo;super swing golf
Super Trucks Racing;PlayStation 2;2003;Jester Interactive;0.71;0.35;0.27;0.0;0.09;6th Gen;Home Console;Sony;super trucks racing
Superbike 2000;PlayStation;2000;Milestone;0.27;0.15;0.1;0.0;0.02;5th Gen;Home Console;Sony;superbike 2000
SuperCar Challenge;PlayStation 3;2009;System 3 Arcade Software;0.04;0.0;0.03;0.0;0.01;7th Gen;Home Console;Sony;supercar challenge
Supercar Street Challenge;PlayStation 2;2001;EXAKT Entertainment;1.12;0.55;0.43;0.0;0.14;6th Gen;Home Console;Sony;supercar street challenge
Supercross 2000;Nintendo 64;1999;MBL Research;0.29;0.23;0.06;0.0;0.0;5th Gen;Home Console;Nintendo;supercross 2000
Superdimension Neptune vs Sega Hard Girls;PlayStation Vita;2016;Idea Factory;0.04;0.0;0.03;0.0;0.01;8th Gen;Handheld;Sony;superdimension neptune vs sega hard girls
Superman Returns;Xbox 360;2006;EA Tiburon;0.26;0.23;0.01;0.0;0.02;7th Gen;Home Console;Microsoft;superman returns
Superman: Shadow of Apokolips;GameCube;2003;Infogrames;0.08;0.06;0.02;0.0;0.0;6th Gen;Home Console;Nintendo;superman shadow of apokolips
Superman: Shadow of Apokolips;PlayStation 2;2002;Infogrames;0.42;0.21;0.16;0.0;0.05;6th Gen;Home Console;Sony;superman shadow of apokolips
Superman: The Man of Steel;Xbox;2002;Circus Freak;0.13;0.1;0.03;0.0;0.0;6th Gen;Home Console;Microsoft;superman the man of steel
Superman: The New Superman Adventures;Nintendo 64;1999;Titus Software;0.4;0.33;0.07;0.0;0.0;5th Gen;Home Console;Nintendo;superman the new superman adventures
Supermodel Makeover by Lauren Luke;Nintendo DS;2009;Avanquest Software;0.02;0.0;0.02;0.0;0.0;7th Gen;Handheld;Nintendo;supermodel makeover by lauren luke
Superstars V8 Next Challenge;Xbox 360;2011;Milestone S.r.l.;0.01;0.0;0.01;0.0;0.0;7th Gen;Home Console;Microsoft;superstars v8 next challenge
Superstars V8 Racing;PlayStation 3;2009;Milestone S.r.l;0.04;0.0;0.03;0.0;0.01;7th Gen;Home Console;Sony;superstars v8 racing
Superstars V8 Racing;Xbox 360;2009;Milestone S.r.l;0.01;0.0;0.01;0.0;0.0;7th Gen;Home Console;Microsoft;superstars v8 racing
Supremacy MMA;PlayStation 3;2011;Kung Fu Factory;0.14;0.08;0.04;0.0;0.02;7th Gen;Home Console;Sony;supremacy mma
Supremacy MMA;PlayStation Vita;2012;Kung Fu Factory;0.09;0.02;0.05;0.0;0.02;8th Gen;Handheld;Sony;supremacy mma
Supremacy MMA;Xbox 360;2011;Kung Fu Factory;0.08;0.05;0.02;0.0;0.01;7th Gen;Home Console;Microsoft;supremacy mma
Supreme Commander;Xbox 360;2008;Gas Powered Games;0.09;0.07;0.01;0.0;0.01;7th Gen;Home Console;Microsoft;supreme commander
Supreme Commander 2;Xbox 360;2010;Gas Powered Games;0.35;0.23;0.09;0.0;0.03;7th Gen;Home Console;Microsoft;supreme commander 2
Surf Riders;PlayStation;2000;ACOT;0.13;0.07;0.05;0.0;0.01;5th Gen;Home Console;Sony;surf riders
Surfing H3O;PlayStation 2;2000;Opus Studio;0.25;0.12;0.1;0.0;0.03;6th Gen;Home Console;Sony;surfing h3o
Surf's Up;PlayStation 2;2007;Ubisoft Montreal;0.29;0.14;0.11;0.0;0.04;6th Gen;Home Console;Sony;surfs up
Surf's Up;PlayStation Portable;2007;Ubisoft Montreal;0.11;0.02;0.06;0.0;0.03;6th Gen;Handheld;Sony;surfs up
Sushi Striker: The Way of Sushido;Switch;2018;Indies Zero;0.06;0.02;0.01;0.03;0.0;8th Gen;Hybrid;Nintendo;sushi striker the way of sushido
Suzuki TT Superbikes;PlayStation 2;2005;Jester Interactive;0.39;0.33;0.01;0.0;0.05;6th Gen;Home Console;Sony;suzuki tt superbikes
SVC Chaos: SNK vs. Capcom;Xbox;2004;SNK Corporation;0.1;0.08;0.02;0.0;0.0;6th Gen;Home Console;Microsoft;svc chaos snk vs. capcom
SWAT: Global Strike Team;PlayStation 2;2003;Argonaut Games;0.32;0.16;0.12;0.0;0.04;6th Gen;Home Console;Sony;swat global strike team
SWAT: Global Strike Team;Xbox;2003;Argonaut Games;0.18;0.13;0.04;0.0;0.01;6th Gen;Home Console;Microsoft;swat global strike team
Swing Away Golf;PlayStation 2;2000;Tikipod;0.52;0.17;0.13;0.18;0.04;6th Gen;Home Console;Sony;swing away golf
Swingerz Golf;GameCube;2002;Telenet;0.08;0.06;0.02;0.0;0.0;6th Gen;Home Console;Nintendo;swingerz golf
Sword Art Online: Fatal Bullet;PlayStation 4;2018;Dimps Corporation;0.3;0.11;0.03;0.13;0.03;8th Gen;Home Console;Sony;sword art online fatal bullet
Sword Art Online: Hollow Fragment;PlayStation 4;2015;Namco Bandai Games;0.13;0.0;0.11;0.0;0.02;8th Gen;Home Console;Sony;sword art online hollow fragment
Sword Art Online: Hollow Realization;PlayStation 4;2016;Aquria;0.41;0.18;0.06;0.12;0.05;8th Gen;Home Console;Sony;sword art online hollow realization
Sword Art Online: Hollow Realization;PlayStation Vita;2018;Aquria;0.26;0.0;0.08;0.16;0.02;8th Gen;Handheld;Sony;sword art online hollow realization
Sword Art Online: Lost Song;PlayStation 4;2015;Namco Bandai Games;0.36;0.19;0.11;0.0;0.06;8th Gen;Home Console;Sony;sword art online lost song
Sword Art Online: Lost Song;PlayStation Vita;2015;Namco Bandai Games;0.4;0.08;0.04;0.24;0.04;8th Gen;Handheld;Sony;sword art online lost song
SX Superstar;GameCube;2003;Climax Studios;0.04;0.03;0.01;0.0;0.0;6th Gen;Home Console;Nintendo;sx superstar
SX Superstar;Xbox;2003;Climax Studios;0.04;0.03;0.01;0.0;0.0;6th Gen;Home Console;Microsoft;sx superstar
Syberia;Nintendo DS;2008;TetraEdge Games;0.13;0.1;0.02;0.0;0.01;7th Gen;Handheld;Nintendo;syberia
Syberia;Switch;2017;Microids;0.02;0.0;0.02;0.0;0.0;8th Gen;Hybrid;Nintendo;syberia
Syberia;Xbox;2003;Microids;0.1;0.08;0.02;0.0;0.0;6th Gen;Home Console;Microsoft;syberia
Syberia 2;Switch;2017;Microids;0.01;0.0;0.01;0.0;0.0;8th Gen;Hybrid;Nintendo;syberia 2
Syberia II;Xbox;2004;Microids;0.03;0.02;0.01;0.0;0.0;6th Gen;Home Console;Microsoft;syberia ii
Sydney 2000;PlayStation;2000;Attention To Detail;0.27;0.15;0.1;0.0;0.02;5th Gen;Home Console;Sony;sydney 2000
Syndicate;PlayStation 3;2012;Electronic Arts;0.15;0.07;0.06;0.0;0.02;7th Gen;Home Console;Sony;syndicate
Syndicate;Xbox 360;2012;Electronic Arts;0.18;0.1;0.06;0.0;0.02;7th Gen;Home Console;Microsoft;syndicate
Syndicate Wars;PlayStation;1997;Bullfrog;0.03;0.02;0.01;0.0;0.0;5th Gen;Home Console;Sony;syndicate wars
Syphon Filter;PlayStation;1999;Eidetic;2.88;2.03;0.72;0.02;0.11;5th Gen;Home Console;Sony;syphon filter
Syphon Filter 2;PlayStation;2000;Eidetic;2.15;1.5;0.55;0.02;0.08;5th Gen;Home Console;Sony;syphon filter 2
Syphon Filter 3;PlayStation;2001;SCEA Bend Studio;0.52;0.29;0.2;0.0;0.03;5th Gen;Home Console;Sony;syphon filter 3
Syphon Filter: Dark Mirror;PlayStation 2;2007;SCEA Bend Studio;0.29;0.14;0.11;0.0;0.04;6th Gen;Home Console;Sony;syphon filter dark mirror
Syphon Filter: Dark Mirror;PlayStation Portable;2006;SCEA Bend Studio;0.3;0.26;0.01;0.0;0.03;6th Gen;Handheld;Sony;syphon filter dark mirror
Syphon Filter: Logan's Shadow;PlayStation 2;2010;SCEA Bend Studio;0.06;0.03;0.02;0.0;0.01;6th Gen;Home Console;Sony;syphon filter logans shadow
Syphon Filter: Logan's Shadow;PlayStation Portable;2007;SCEA Bend Studio;0.46;0.25;0.12;0.0;0.09;6th Gen;Handheld;Sony;syphon filter logans shadow
Syphon Filter: The Omega Strain;PlayStation 2;2004;SCEA Bend Studio;0.76;0.37;0.29;0.0;0.1;6th Gen;Home Console;Sony;syphon filter the omega strain
System 3 presents Ferrari Challenge Trofeo Pirelli;Nintendo DS;2008;Climax Group;0.04;0.03;0.01;0.0;0.0;7th Gen;Handheld;Nintendo;system 3 presents ferrari challenge trofeo pirelli
System 3 presents Ferrari Challenge Trofeo Pirelli;Wii;2008;Eutechnyx;0.54;0.07;0.4;0.0;0.07;7th Gen;Home Console;Nintendo;system 3 presents ferrari challenge trofeo pirelli
Sebastien Loeb Rally EVO;PlayStation 4;2016;Milestone S.r.l;0.05;0.0;0.04;0.0;0.01;8th Gen;Home Console;Sony;sébastien loeb rally evo
Sebastien Loeb Rally EVO;Xbox One;2016;Milestone S.r.l;0.01;0.0;0.01;0.0;0.0;8th Gen;Home Console;Microsoft;sébastien loeb rally evo
T.R.A.G. - Tactical Rescue Assault Group: Mission of Mercy;PlayStation;1999;SunSoft;0.14;0.08;0.05;0.0;0.01;5th Gen;Home Console;Sony;t.r.a.g. tactical rescue assault group mission of mercy
Tactics Ogre: Let Us Cling Together;PlayStation Portable;2011;Square Enix;0.54;0.15;0.07;0.27;0.05;6th Gen;Handheld;Sony;tactics ogre let us cling together
T'ai Fu: Wrath of the Tiger;PlayStation;1999;DreamWorks Interactive;0.15;0.08;0.06;0.0;0.01;5th Gen;Home Console;Sony;tai fu wrath of the tiger
Taiko Drum Master;PlayStation 2;2004;Namco;0.21;0.1;0.08;0.0;0.03;6th Gen;Home Console;Sony;taiko drum master
Tail Concerto;PlayStation;1999;CyberConnect2;0.03;0.02;0.01;0.0;0.0;5th Gen;Home Console;Sony;tail concerto
Tail of the Sun;PlayStation;1997;ArtDink;0.02;0.01;0.01;0.0;0.0;5th Gen;Home Console;Sony;tail of the sun
Taito Legends;PlayStation 2;2005;Empire Oxford;0.11;0.06;0.04;0.0;0.01;6th Gen;Home Console;Sony;taito legends
Taito Legends;Xbox;2005;Empire Oxford;0.05;0.04;0.01;0.0;0.0;6th Gen;Home Console;Microsoft;taito legends
Taito Legends 2;PlayStation 2;2007;Empire Oxford;0.02;0.01;0.01;0.0;0.0;6th Gen;Home Console;Sony;taito legends 2
Tak 2: The Staff of Dreams;GameCube;2004;Avalanche Software;0.34;0.26;0.07;0.0;0.01;6th Gen;Home Console;Nintendo;tak 2 the staff of dreams
Tak 2: The Staff of Dreams;PlayStation 2;2004;Avalanche Software;0.62;0.3;0.24;0.0;0.08;6th Gen;Home Console;Sony;tak 2 the staff of dreams
Tak 2: The Staff of Dreams;Xbox;2004;Avalanche Software;0.13;0.1;0.03;0.0;0.0;6th Gen;Home Console;Microsoft;tak 2 the staff of dreams
Tak and the Guardians of Gross;PlayStation 2;2008;Blitz Games;0.29;0.14;0.11;0.0;0.04;6th Gen;Home Console;Sony;tak and the guardians of gross
Tak and the Power of Juju;GameCube;2003;Avalanche Software;0.4;0.31;0.08;0.0;0.01;6th Gen;Home Console;Nintendo;tak and the power of juju
Tak and the Power of Juju;PlayStation 2;2003;Avalanche Software;1.15;0.56;0.44;0.0;0.15;6th Gen;Home Console;Sony;tak and the power of juju
Tak: The Great Juju Challenge;GameCube;2005;Avalanche Software;0.15;0.12;0.03;0.0;0.0;6th Gen;Home Console;Nintendo;tak the great juju challenge
Tak: The Great Juju Challenge;Xbox;2005;Avalanche Software;0.07;0.05;0.02;0.0;0.0;6th Gen;Home Console;Microsoft;tak the great juju challenge
Take A Break's: Puzzle Master;Nintendo DS;2009;Ubisoft;0.16;0.0;0.15;0.0;0.01;7th Gen;Handheld;Nintendo;take a breaks puzzle master
Tales of Destiny;PlayStation;1997;;1.05;0.09;0.06;0.83;0.07;5th Gen;Home Console;Sony;tales of destiny
Tales of Destiny II;PlayStation;2001;Telenet Japan / Wolfteam;0.81;0.06;0.04;0.66;0.05;5th Gen;Home Console;Sony;tales of destiny ii
Tales of Eternia;PlayStation Portable;2005;;0.27;0.0;0.01;0.25;0.01;6th Gen;Handheld;Sony;tales of eternia
