;Name;Platform_norm;Year;developer;Global_Sales;NA_Sales;EU_Sales;JP_Sales;Other_Sales;Generation;Console_Type;Company
200;Abunai: Koi no Sousa Shitsu;PlayStation Portable;2012;Unknown;0.01;0.0;0.0;0.01;0.0;6th Gen;Handheld;Sony
201;Abunai: Koi no Sousa Shitsu;PlayStation Vita;2015;Unknown;0.02;0.0;0.0;0.02;0.0;8th Gen;Handheld;Sony
202;Academy of Champions: Soccer;Wii;2009;Ubisoft Vancouver;0.12;0.09;0.02;0.0;0.01;7th Gen;Home Console;Nintendo
203;Accel World vs. Sword Art Online: Millennium Twilight;PlayStation 4;2017;Namco Bandai Games;0.1;0.0;0.03;0.06;0.01;8th Gen;Home Console;Sony
204;Accel World vs. Sword Art Online: Millennium Twilight;PlayStation Vita;2017;Namco Bandai Games;0.07;0.0;0.0;0.07;0.0;8th Gen;Handheld;Sony
205;Accel World: Ginyoku no Kakusei;PlayStation 3;2012;Bandai Namco Games;0.03;0.0;0.0;0.03;0.0;7th Gen;Home Console;Sony
206;Accel World: Ginyoku no Kakusei;PlayStation Portable;2012;Bandai Namco Games;0.03;0.0;0.0;0.03;0.0;6th Gen;Handheld;Sony
207;Accel World: Kasoku no Chouten;PlayStation 3;2013;Bandai Namco Games;0.02;0.0;0.0;0.02;0.0;7th Gen;Home Console;Sony
208;Accel World: Kasoku no Chouten;PlayStation Portable;2013;Bandai Namco Games;0.01;0.0;0.0;0.01;0.0;6th Gen;Handheld;Sony
209;Ace Attorney 6;Nintendo 3DS;2016;;0.27;0.0;0.0;0.27;0.0;8th Gen;Handheld;Nintendo
210;Ace Attorney Investigations 2;Nintendo DS;2011;Capcom;0.26;0.0;0.0;0.26;0.0;7th Gen;Handheld;Nintendo
211;Ace Attorney Investigations: Miles Edgeworth;Nintendo DS;2010;Capcom;0.71;0.23;0.14;0.3;0.04;7th Gen;Handheld;Nintendo
212;Ace Attorney Investigations: Miles Edgeworth;Nintendo DS;2009;;0.76;0.27;0.15;0.3;0.04;7th Gen;Handheld;Nintendo
213;Ace Combat 04: Shattered Skies;PlayStation 2;2001;Namco;3.17;2.06;0.56;0.38;0.17;6th Gen;Home Console;Sony
214;Ace Combat 2;PlayStation;1997;Namco;0.89;0.16;0.11;0.56;0.06;5th Gen;Home Console;Sony
215;Ace Combat 3: Electrosphere;PlayStation;1999;;0.82;0.22;0.15;0.4;0.05;5th Gen;Home Console;Sony
216;Ace Combat 5: The Unsung War;PlayStation 2;2004;Project ACES;1.72;0.88;0.34;0.32;0.18;6th Gen;Home Console;Sony
217;Ace Combat 6: Fires of Liberation;Xbox 360;2007;Namco Bandai Games;1.01;0.69;0.04;0.22;0.06;7th Gen;Home Console;Microsoft
218;Ace Combat X: Skies of Deception;PlayStation Portable;2006;Bandai Namco Games;0.99;0.37;0.31;0.12;0.19;6th Gen;Handheld;Sony
219;Ace Combat Zero: The Belkan War;PlayStation 2;2006;Namco;0.51;0.15;0.12;0.2;0.04;6th Gen;Home Console;Sony
220;Ace Combat: Assault Horizon;PlayStation 3;2011;Project ACES;0.75;0.3;0.16;0.22;0.07;7th Gen;Home Console;Sony
221;Ace Combat: Assault Horizon;Xbox 360;2011;Project ACES;0.49;0.3;0.12;0.03;0.04;7th Gen;Home Console;Microsoft
222;Ace Combat: Assault Horizon Legacy;Nintendo 3DS;2011;Namco Bandai Games;0.25;0.1;0.06;0.08;0.01;8th Gen;Handheld;Nintendo
223;Ace Combat: Joint Assault;PlayStation Portable;2010;Project ACES;0.29;0.06;0.05;0.15;0.03;6th Gen;Handheld;Sony
224;Aces of War;PlayStation Portable;2007;Taito Corporation;0.0;0.0;0.0;0.0;0.0;6th Gen;Handheld;Sony
225;Action Bass;PlayStation;2000;Unknown;1.14;0.64;0.43;0.0;0.07;5th Gen;Home Console;Sony
226;Action Girlz Racing;Wii;2008;Data Design Interactive;0.01;0.01;0.0;0.0;0.0;7th Gen;Home Console;Nintendo
227;Active Health with Carol Vorderman;Nintendo DS;2009;Fuse Games Limited;0.19;0.0;0.18;0.0;0.01;7th Gen;Handheld;Nintendo
228;Active Life Explorer;Wii;2010;Namco Bandai Games;0.15;0.14;0.0;0.0;0.01;7th Gen;Home Console;Nintendo
229;Active Life: Extreme Challenge;Wii;2009;High Horse Entertainment;0.48;0.15;0.27;0.0;0.06;7th Gen;Home Console;Nintendo
230;Active Life: Magical Carnival;Wii;2011;Ganbarion;0.04;0.03;0.01;0.0;0.0;7th Gen;Home Console;Nintendo
231;Active Life: Outdoor Challenge;Wii;2008;High Horse Entertainment;1.56;0.79;0.44;0.19;0.14;7th Gen;Home Console;Nintendo
232;Activision Anthology;PlayStation 2;2002;Contraband Entertainment;0.5;0.25;0.19;0.0;0.06;6th Gen;Home Console;Sony
233;Activision Hits: Remixed;PlayStation Portable;2006;Digital Eclipse Software;0.05;0.05;0.0;0.0;0.0;6th Gen;Handheld;Sony
234;Actua Tennis;PlayStation;1998;Gremlin Interactive;0.13;0.07;0.05;0.0;0.01;5th Gen;Home Console;Sony
235;Adidas Power Soccer;PlayStation;1996;Shen Studios;0.03;0.02;0.01;0.0;0.0;5th Gen;Home Console;Sony
236;Adidas Power Soccer 98;PlayStation;1998;Shen Studios;0.02;0.01;0.01;0.0;0.0;5th Gen;Home Console;Sony
237;Adrenalin Misfits;Xbox 360;2010;Konami;0.15;0.12;0.02;0.0;0.01;7th Gen;Home Console;Microsoft
238;Advance Wars: Days of Ruin;Nintendo DS;2008;Intelligent Systems;0.61;0.43;0.13;0.0;0.05;7th Gen;Handheld;Nintendo
239;Advance Wars: Dual Strike;Nintendo DS;2005;Intelligent Systems;0.4;0.3;0.03;0.04;0.03;7th Gen;Handheld;Nintendo
240;Advent Rising;Xbox;2005;GlyphX Games;0.13;0.1;0.03;0.0;0.0;6th Gen;Home Console;Microsoft
241;Adventure Time: Explore the Dungeon Because I Don't Know!;Nintendo 3DS;2013;Way Forward;0.15;0.1;0.04;0.0;0.01;8th Gen;Handheld;Nintendo
242;Adventure Time: Explore the Dungeon Because I Don't Know!;PlayStation 3;2013;Way Forward;0.05;0.02;0.02;0.0;0.01;7th Gen;Home Console;Sony
243;Adventure Time: Explore the Dungeon Because I Don't Know!;Wii U;2013;Way Forward;0.04;0.02;0.02;0.0;0.0;8th Gen;Home Console;Nintendo
244;Adventure Time: Explore the Dungeon Because I Don't Know!;Xbox 360;2013;Way Forward;0.08;0.03;0.04;0.0;0.01;7th Gen;Home Console;Microsoft
245;Adventure Time: Finn & Jake Investigations;Nintendo 3DS;2015;Vicious Cycle;0.1;0.03;0.06;0.0;0.01;8th Gen;Handheld;Nintendo
246;Adventure Time: Finn & Jake Investigations;PlayStation 3;2015;Vicious Cycle;0.12;0.04;0.06;0.0;0.02;7th Gen;Home Console;Sony
247;Adventure Time: Finn & Jake Investigations;PlayStation 4;2015;Vicious Cycle;0.14;0.07;0.05;0.0;0.02;8th Gen;Home Console;Sony
248;Adventure Time: Finn & Jake Investigations;Wii U;2015;Vicious Cycle;0.07;0.04;0.02;0.0;0.01;8th Gen;Home Console;Nintendo
249;Adventure Time: Finn & Jake Investigations;Xbox 360;2015;Vicious Cycle;0.13;0.05;0.07;0.0;0.01;7th Gen;Home Console;Microsoft
250;Adventure Time: Finn & Jake Investigations;Xbox One;2015;Vicious Cycle;0.07;0.04;0.02;0.0;0.01;8th Gen;Home Console;Microsoft
251;Adventure Time: Pirates of the Enchiridion;PlayStation 4;2018;Outright Games;0.01;0.01;0.0;0.0;0.0;8th Gen;Home Console;Sony
252;Adventure Time: Pirates of the Enchiridion;Switch;2018;Outright Games;0.03;0.01;0.02;0.0;0.0;8th Gen;Hybrid;Nintendo
253;Adventure Time: Pirates of the Enchiridion;Xbox One;2018;Outright Games;0.04;0.04;0.0;0.0;0.0;8th Gen;Home Console;Microsoft
254;Adventure Time: The Secret of the Nameless;Nintendo 3DS;2014;Way Forward Technologies;0.01;0.01;0.0;0.0;0.0;8th Gen;Handheld;Nintendo
255;Adventure Time: The Secret of the Nameless;Xbox 360;2014;;0.01;0.01;0.0;0.0;0.0;7th Gen;Home Console;Microsoft
256;Adventure Time: The Secret of the Nameless Kingdom;Nintendo 3DS;2014;WayForward Technologies;0.08;0.0;0.08;0.0;0.0;8th Gen;Handheld;Nintendo
257;Adventure Time: The Secret of the Nameless Kingdom;PlayStation 3;2014;WayForward Technologies;0.0;0.0;0.0;0.0;0.0;7th Gen;Home Console;Sony
258;Adventure Time: The Secret of the Nameless Kingdom;Xbox 360;2014;WayForward Technologies;0.05;0.0;0.05;0.0;0.0;7th Gen;Home Console;Microsoft
259;Adventure Time: The Secret of the Nameless Kingdom;Xbox 360;2014;Way Forward;0.09;0.01;0.08;0.0;0.0;7th Gen;Home Console;Microsoft
260;Adventures to Go!;PlayStation Portable;2009;Global A Entertainment;0.14;0.11;0.0;0.01;0.02;6th Gen;Handheld;Sony
261;Adventures to Go!;PlayStation Portable;2008;;0.12;0.1;0.0;0.01;0.01;6th Gen;Handheld;Sony
262;Aedis Eclipse: Generation of Chaos;PlayStation Portable;2007;Neverland Company;0.02;0.02;0.0;0.0;0.0;6th Gen;Handheld;Sony
263;Aegis of Earth: Protonovus Assault;PlayStation 3;2016;Acquire;0.04;0.02;0.01;0.0;0.01;7th Gen;Home Console;Sony
264;Aegis of Earth: Protonovus Assault;PlayStation 4;2016;Acquire;0.05;0.03;0.01;0.0;0.01;8th Gen;Home Console;Sony
265;Aegis of Earth: Protonovus Assault;PlayStation Vita;2016;Acquire;0.04;0.01;0.02;0.0;0.01;8th Gen;Handheld;Sony
266;Aeon Flux;PlayStation 2;2005;Terminal Reality;0.05;0.02;0.02;0.0;0.01;6th Gen;Home Console;Sony
267;Aeon Flux;Xbox;2005;Terminal Reality;0.01;0.01;0.0;0.0;0.0;6th Gen;Home Console;Microsoft
268;AereA;PlayStation 4;2017;Triangle Studios;0.02;0.02;0.0;0.0;0.0;8th Gen;Home Console;Sony
269;Aero Elite: Combat Academy;PlayStation 2;2003;Sega-AM2;0.08;0.04;0.03;0.0;0.01;6th Gen;Home Console;Sony
270;Aero Gauge;Nintendo 64;1998;Locomotive Games;0.07;0.06;0.01;0.0;0.0;5th Gen;Home Console;Nintendo
271;AeroFighters Assault;Nintendo 64;1997;Paradigm Entertainment;0.19;0.15;0.04;0.0;0.0;5th Gen;Home Console;Nintendo
272;Afrika;PlayStation 3;2009;Rhino Studios;0.21;0.12;0.0;0.08;0.01;7th Gen;Home Console;Sony
273;Afro Samurai;PlayStation 3;2009;Namco Bandai Games;0.2;0.12;0.05;0.0;0.03;7th Gen;Home Console;Sony
274;Afro Samurai;Xbox 360;2009;Namco Bandai Games;0.23;0.16;0.05;0.0;0.02;7th Gen;Home Console;Microsoft
275;After Burner: Black Falcon;PlayStation Portable;2007;Planet Moon Studios;0.01;0.01;0.0;0.0;0.0;6th Gen;Handheld;Sony
276;After Hours Athletes;PlayStation 3;2011;Sony Computer Entertainment;0.12;0.0;0.1;0.0;0.02;7th Gen;Home Console;Sony
277;Again;Nintendo DS;2010;Cing;0.08;0.07;0.0;0.0;0.01;7th Gen;Handheld;Nintendo
278;Again;Nintendo DS;2009;;0.07;0.07;0.0;0.0;0.0;7th Gen;Handheld;Nintendo
279;Agassi Tennis Generation;PlayStation 2;2003;Aqua Pacific;0.08;0.04;0.03;0.0;0.01;6th Gen;Home Console;Sony
280;Agatha Christie's The ABC Murders;PlayStation 4;2016;Artefacts Studio;0.09;0.05;0.02;0.0;0.02;8th Gen;Home Console;Sony
281;Agatha Christie's The ABC Murders;Xbox One;2016;Artefacts Studio;0.05;0.04;0.0;0.0;0.01;8th Gen;Home Console;Microsoft
282;Agatha Christie: And Then There Were None;Wii;2008;AWE Games;0.08;0.06;0.01;0.0;0.01;7th Gen;Home Console;Nintendo
283;Agatha Christie: Evil Under the Sun;Wii;2008;AWE Games;0.09;0.06;0.02;0.0;0.01;7th Gen;Home Console;Nintendo
284;Agatha Christie: The ABC Murders;Nintendo DS;2009;DreamCatcher Interactive;0.1;0.08;0.01;0.0;0.01;7th Gen;Handheld;Nintendo
285;Age of Empires: Mythologies;Nintendo DS;2008;Griptonite;0.21;0.16;0.03;0.0;0.02;7th Gen;Handheld;Nintendo
286;Age of Empires: The Age of Kings;Nintendo DS;2006;Backbone Entertainment;0.22;0.18;0.02;0.0;0.02;7th Gen;Handheld;Nintendo
287;Agents of Mayhem;PlayStation 4;2017;Volition Inc.;0.19;0.08;0.08;0.0;0.03;8th Gen;Home Console;Sony
288;Agents of Mayhem;Xbox One;2017;Volition Inc.;0.11;0.07;0.03;0.0;0.01;8th Gen;Home Console;Microsoft
289;Aggressive Inline;GameCube;2002;Z-Axis, Ltd.;0.05;0.04;0.01;0.0;0.0;6th Gen;Home Console;Nintendo
290;Aggressive Inline;PlayStation 2;2002;Z-Axis, Ltd.;0.34;0.17;0.13;0.0;0.04;6th Gen;Home Console;Sony
291;Aggressive Inline;Xbox;2002;Z-Axis, Ltd.;0.06;0.05;0.01;0.0;0.0;6th Gen;Home Console;Microsoft
292;Agile Warrior F-111X;PlayStation;1995;Black Ops Entertainment;0.14;0.08;0.05;0.0;0.01;5th Gen;Home Console;Sony
293;Agony;PlayStation 4;2018;Madmind Studio;0.02;0.02;0.0;0.0;0.0;8th Gen;Home Console;Sony
294;Agony;Xbox One;2018;Madmind Studio;0.02;0.02;0.0;0.0;0.0;8th Gen;Home Console;Microsoft
295;Aibou DS;Nintendo DS;2009;Tecmo;0.08;0.0;0.0;0.08;0.0;7th Gen;Handheld;Nintendo
296;Aidyn Chronicles: The First Mage;Nintendo 64;2001;H2O Interactive;0.1;0.08;0.02;0.0;0.0;5th Gen;Home Console;Nintendo
297;Aikatsu Stars! My Special Appeal;Nintendo 3DS;2016;Bandai Namco Games;0.04;0.0;0.0;0.04;0.0;8th Gen;Handheld;Nintendo
298;Aikatsu! 2-nin no My Princess;Nintendo 3DS;2013;Bandai Namco Games;0.27;0.0;0.0;0.27;0.0;8th Gen;Handheld;Nintendo
299;Aikatsu! 365 Idol Days;Nintendo 3DS;2014;Bandai Namco Games;0.13;0.0;0.0;0.13;0.0;8th Gen;Handheld;Nintendo
300;Aikatsu! Cinderella Lesson;Nintendo 3DS;2012;Sunrise Games Ltd.;0.2;0.0;0.0;0.2;0.0;8th Gen;Handheld;Nintendo
301;Aikatsu! My No.1 Stage!;Nintendo 3DS;2015;Bandai Namco Games;0.09;0.0;0.0;0.09;0.0;8th Gen;Handheld;Nintendo
302;Ailu de Puzzle;PlayStation Portable;2012;Natsume Atari;0.04;0.0;0.0;0.04;0.0;6th Gen;Handheld;Sony
303;Air;PlayStation Vita;2016;Unknown;0.02;0.0;0.0;0.02;0.0;8th Gen;Handheld;Sony
304;Air Combat;PlayStation;1995;Namco;1.82;0.92;0.33;0.52;0.05;5th Gen;Home Console;Sony
305;Air Conflicts: Aces of World War II;PlayStation Portable;2009;Cowboy Rodeo;0.05;0.05;0.0;0.0;0.0;6th Gen;Handheld;Sony
306;Air Conflicts: Secret Wars;PlayStation 3;2011;Games Farm;0.19;0.1;0.06;0.0;0.03;7th Gen;Home Console;Sony
307;Air Conflicts: Secret Wars;PlayStation 4;2017;Games Farm;0.04;0.03;0.0;0.0;0.01;8th Gen;Home Console;Sony
308;Air Conflicts: Secret Wars;Xbox 360;2011;Games Farm;0.09;0.06;0.02;0.0;0.01;7th Gen;Home Console;Microsoft
309;Air Missions: Hind;PlayStation 4;2018;3Division;0.02;0.02;0.0;0.0;0.0;8th Gen;Home Console;Sony
310;Air Traffic Chaos;Nintendo DS;2008;TechnoBrain;0.05;0.05;0.0;0.0;0.0;7th Gen;Handheld;Nintendo
311;AirForce Delta Storm;Xbox;2001;KCE Studios;0.19;0.14;0.04;0.0;0.01;6th Gen;Home Console;Microsoft
312;AirForce Delta Strike;PlayStation 2;2004;KCE Studios;0.1;0.05;0.04;0.0;0.01;6th Gen;Home Console;Sony
313;Airblade;PlayStation 2;2002;Criterion Games;0.23;0.11;0.09;0.0;0.03;6th Gen;Home Console;Sony
314;Airborne Troops: Countdown to D-Day;PlayStation 2;2005;WideScreen Games;0.13;0.06;0.05;0.0;0.02;6th Gen;Home Console;Sony
315;Airship Q;PlayStation Vita;2015;;0.03;0.0;0.0;0.03;0.0;8th Gen;Handheld;Sony
316;Aiyoku no Eustia;PlayStation Vita;2014;August;0.01;0.0;0.0;0.01;0.0;8th Gen;Handheld;Sony
317;Akagawa Jirou Mystery: Tsuki no Hikari;Nintendo DS;2008;Marvelous Interactive;0.01;0.0;0.0;0.01;0.0;7th Gen;Handheld;Nintendo
318;Akagawa Jirou Mystery: Yasoukyoku - Hon ni Manekareta Satsujin;Nintendo DS;2008;Marvelous Interactive;0.06;0.0;0.0;0.06;0.0;7th Gen;Handheld;Nintendo
319;Akai Ito DS;Nintendo DS;2008;Alchemist;0.02;0.0;0.0;0.02;0.0;7th Gen;Handheld;Nintendo
320;Akai Ito Destiny DS;Nintendo DS;2009;Alchemist;0.01;0.0;0.0;0.01;0.0;7th Gen;Handheld;Nintendo
321;Akai Katana;Xbox 360;2012;Cave;0.06;0.04;0.0;0.01;0.01;7th Gen;Home Console;Microsoft
322;Akai Katana Shin;Xbox 360;2011;;0.05;0.04;0.0;0.01;0.0;7th Gen;Home Console;Microsoft
323;Akai Suna Ochiru Tsuki;PlayStation Vita;2016;Dramatic Create;0.02;0.0;0.0;0.02;0.0;8th Gen;Handheld;Sony
324;Akane Iro ni Somaru Saka Parallel;PlayStation 2;2008;Feng;0.03;0.0;0.0;0.03;0.0;6th Gen;Home Console;Sony
325;Akatsuki no Amaneka to Aoi Kyojin;PlayStation Portable;2010;Kogado Software Products;0.01;0.0;0.0;0.01;0.0;6th Gen;Handheld;Sony
326;Akatsuki no Amaneka to Aoi Kyojin;Xbox 360;2010;Kogado Software Products;0.01;0.0;0.0;0.01;0.0;7th Gen;Home Console;Microsoft
327;Akatsuki no Goei Trinity;PlayStation 3;2012;Syangrila;0.01;0.0;0.0;0.01;0.0;7th Gen;Home Console;Sony
328;Akatsuki no Goei Trinity;PlayStation Portable;2012;Unknown;0.01;0.0;0.0;0.01;0.0;6th Gen;Handheld;Sony
329;Akiba's Beat;PlayStation 4;2017;Acquire;0.07;0.05;0.0;0.01;0.01;8th Gen;Home Console;Sony
330;Akiba's Beat;PlayStation Vita;2017;Acquire;0.03;0.02;0.0;0.0;0.01;8th Gen;Handheld;Sony
331;Akiba's Trip;PlayStation Portable;2011;PROPE;0.14;0.0;0.0;0.14;0.0;6th Gen;Handheld;Sony
332;Akiba's Trip 2+A;PlayStation 4;2017;Acquire;0.01;0.0;0.0;0.01;0.0;8th Gen;Home Console;Sony
333;Akiba's Trip Plus;PlayStation Portable;2012;Acquire;0.08;0.0;0.0;0.08;0.0;6th Gen;Handheld;Sony
334;Akiba's Trip: Undead & Undressed;PlayStation 3;2014;Acquire;0.13;0.06;0.01;0.04;0.02;7th Gen;Home Console;Sony
335;Akiba's Trip: Undead & Undressed;PlayStation 3;2013;;0.11;0.05;0.01;0.04;0.01;7th Gen;Home Console;Sony
336;Akiba's Trip: Undead & Undressed;PlayStation 4;2014;Acquire;0.13;0.09;0.0;0.02;0.02;8th Gen;Home Console;Sony
337;Akiba's Trip: Undead & Undressed;PlayStation Vita;2014;Acquire;0.16;0.04;0.02;0.08;0.02;8th Gen;Handheld;Sony
338;Akiba's Trip: Undead & Undressed;PlayStation Vita;2013;;0.22;0.09;0.02;0.08;0.03;8th Gen;Handheld;Sony
339;Akko ni Omakase! Brain Shock;Nintendo DS;2006;Taito Corporation;0.04;0.0;0.0;0.04;0.0;7th Gen;Handheld;Nintendo
340;Akogare Girls Collection: Pika Pika Nurse Monogatari - Shounika Haitsumo Oosawagi;Nintendo DS;2016;Nippon Columbia;0.02;0.0;0.0;0.02;0.0;7th Gen;Handheld;Nintendo
341;Akogare Girls Collection: Suteki ni Nurse Days;Nintendo DS;2009;Open Sesame;0.0;0.0;0.0;0.0;0.0;7th Gen;Handheld;Nintendo
342;Akogare Girls Collection: Wan Nyan Doubutsu Byouin - Suteki na Juui-San ni Narou!;Nintendo 3DS;2015;Nippon Columbia;0.03;0.0;0.0;0.03;0.0;8th Gen;Handheld;Nintendo
343;Akuji the Heartless;PlayStation;1998;Crystal Dynamics;0.12;0.07;0.04;0.0;0.01;5th Gen;Home Console;Sony
344;Aladdin Magic Racer;Wii;2011;Red Wagon;0.01;0.01;0.0;0.0;0.0;7th Gen;Home Console;Nintendo
345;Alan Hansen's Sports Challenge;Wii;2007;Oxygen Interactive;0.0;0.0;0.0;0.0;0.0;7th Gen;Home Console;Nintendo
346;Alan Wake;Xbox 360;2010;Remedy Entertainment;1.33;0.66;0.5;0.05;0.12;7th Gen;Home Console;Microsoft
347;Alex Rider: Stormbreaker;Nintendo DS;2006;Altron;0.06;0.06;0.0;0.0;0.0;7th Gen;Handheld;Nintendo
348;Alexi Lalas International Soccer;PlayStation;1999;Z-Axis;0.07;0.04;0.03;0.0;0.0;5th Gen;Home Console;Sony
349;Alfa Romeo Racing Italiano;PlayStation 2;2006;Milestone;0.02;0.01;0.01;0.0;0.0;6th Gen;Home Console;Sony
350;Alia's Carnival! Sacrament;PlayStation Vita;2015;Dramatic Create;0.04;0.0;0.0;0.04;0.0;8th Gen;Handheld;Sony
351;Alias;PlayStation 2;2004;Acclaim Studios Cheltenham;0.1;0.05;0.04;0.0;0.01;6th Gen;Home Console;Sony
352;Alias;Xbox;2004;Acclaim Studios Cheltenham;0.05;0.04;0.01;0.0;0.0;6th Gen;Home Console;Microsoft
353;Alice in Wonderland;Nintendo DS;2010;Etranges Libellules;0.48;0.25;0.18;0.0;0.05;7th Gen;Handheld;Nintendo
354;Alice in Wonderland;Wii;2010;Etranges Libellules;0.51;0.25;0.21;0.0;0.05;7th Gen;Home Console;Nintendo
355;Alice: Madness Returns;PlayStation 3;2011;Spicy Horse;0.58;0.22;0.24;0.04;0.08;7th Gen;Home Console;Sony
356;Alice: Madness Returns;Xbox 360;2011;Spicy Horse;0.5;0.27;0.15;0.04;0.04;7th Gen;Home Console;Microsoft
357;Alien Breed Trilogy;Xbox 360;2011;Team17 Software;0.02;0.0;0.02;0.0;0.0;7th Gen;Home Console;Microsoft
358;Alien Hominid;GameCube;2004;The Behemoth;0.09;0.07;0.02;0.0;0.0;6th Gen;Home Console;Nintendo
359;Alien Hominid;PlayStation 2;2004;The Behemoth;0.1;0.05;0.04;0.0;0.01;6th Gen;Home Console;Sony
360;Alien Monster Bowling League;Wii;2009;Perpetual FX Creative;0.1;0.09;0.0;0.0;0.01;7th Gen;Home Console;Nintendo
361;Alien Resurrection;PlayStation;2000;Argonaut Games;0.16;0.09;0.06;0.0;0.01;5th Gen;Home Console;Sony
362;Alien Syndrome;PlayStation Portable;2007;Totally Games;0.08;0.07;0.0;0.0;0.01;6th Gen;Handheld;Sony
363;Alien Syndrome;Wii;2007;Totally Games;0.05;0.05;0.0;0.0;0.0;7th Gen;Home Console;Nintendo
364;Alien Trilogy;PlayStation;1997;Probe Entertainment Limited;0.47;0.24;0.16;0.04;0.03;5th Gen;Home Console;Sony
365;Alien: Isolation;PlayStation 3;2014;Creative Assembly;0.33;0.12;0.16;0.0;0.05;7th Gen;Home Console;Sony
366;Alien: Isolation;PlayStation 4;2014;Creative Assembly;1.09;0.29;0.59;0.05;0.16;8th Gen;Home Console;Sony
367;Alien: Isolation;Xbox 360;2014;Creative Assembly;0.3;0.16;0.11;0.0;0.03;7th Gen;Home Console;Microsoft
368;Alien: Isolation;Xbox One;2014;Creative Assembly;0.52;0.23;0.25;0.0;0.04;8th Gen;Home Console;Microsoft
369;Aliens in the Attic;Nintendo DS;2009;Playlogic Game Factory;0.05;0.05;0.0;0.0;0.0;7th Gen;Handheld;Nintendo
370;Aliens in the Attic;Wii;2009;Playlogic Game Factory;0.08;0.07;0.0;0.0;0.01;7th Gen;Home Console;Nintendo
371;Aliens versus Predator: Extinction;PlayStation 2;2003;Zono Incorporated;0.18;0.09;0.07;0.0;0.02;6th Gen;Home Console;Sony
372;Aliens versus Predator: Extinction;Xbox;2003;Zono Incorporated;0.08;0.06;0.02;0.0;0.0;6th Gen;Home Console;Microsoft
373;Aliens vs Predator;PlayStation 3;2010;Rebellion Developments;1.05;0.41;0.46;0.0;0.18;7th Gen;Home Console;Sony
374;Aliens vs Predator;Xbox 360;2010;Rebellion Developments;1.06;0.55;0.4;0.0;0.11;7th Gen;Home Console;Microsoft
375;Aliens vs Predator: Requiem;PlayStation Portable;2007;Rebellion Developments;0.22;0.03;0.12;0.0;0.07;6th Gen;Handheld;Sony
376;Aliens: Colonial Marines;PlayStation 3;2013;Gearbox Software;0.63;0.2;0.33;0.0;0.1;7th Gen;Home Console;Sony
377;Aliens: Colonial Marines;Xbox 360;2013;Gearbox Software;0.78;0.36;0.35;0.0;0.07;7th Gen;Home Console;Microsoft
378;Aliens: Infestation;Nintendo DS;2011;Way Forward;0.16;0.09;0.05;0.0;0.02;7th Gen;Handheld;Nintendo
379;All Kamen Rider: Rider Generation;Nintendo DS;2011;Namco Bandai Games;0.12;0.0;0.0;0.12;0.0;7th Gen;Handheld;Nintendo
380;All Kamen Rider: Rider Generation 2;Nintendo DS;2012;Bandai Namco Games;0.1;0.0;0.0;0.1;0.0;7th Gen;Handheld;Nintendo
381;All Kamen Rider: Rider Generation 2;PlayStation Portable;2012;Bandai Namco Games;0.06;0.0;0.0;0.06;0.0;6th Gen;Handheld;Sony
382;All Kamen Rider: Rider Revolution;Nintendo 3DS;2016;Bandai Namco Games;0.06;0.0;0.0;0.06;0.0;8th Gen;Handheld;Nintendo
383;All Star Cheer Squad;Nintendo DS;2008;Gorilla Systems;0.28;0.26;0.0;0.0;0.02;7th Gen;Handheld;Nintendo
384;All Star Cheer Squad;Wii;2008;Gorilla Systems;0.8;0.43;0.29;0.0;0.08;7th Gen;Home Console;Nintendo
385;All Star Cheer Squad 2;Wii;2009;Gorilla Games;0.13;0.12;0.0;0.0;0.01;7th Gen;Home Console;Nintendo
386;All Star Karate;Wii;2010;THQ;0.22;0.13;0.07;0.0;0.02;7th Gen;Home Console;Nintendo
387;All Star Pro-Wrestling;PlayStation 2;2000;SquareSoft;0.2;0.0;0.0;0.2;0.0;6th Gen;Home Console;Sony
388;All Star Tennis 99;Nintendo 64;1999;Smart Dog;0.05;0.04;0.01;0.0;0.0;5th Gen;Home Console;Nintendo
389;All-Pro Football 2K8;PlayStation 3;2007;Visual Concepts;0.15;0.14;0.0;0.0;0.01;7th Gen;Home Console;Sony
390;All-Pro Football 2K8;Xbox 360;2007;Visual Concepts;0.26;0.24;0.0;0.0;0.02;7th Gen;Home Console;Microsoft
391;All-Star Baseball 2000;Nintendo 64;1999;Iguana Entertainment;0.39;0.36;0.03;0.0;0.0;5th Gen;Home Console;Nintendo
392;All-Star Baseball 2001;Nintendo 64;2000;High Voltage Software;0.23;0.22;0.01;0.0;0.0;5th Gen;Home Console;Nintendo
393;All-Star Baseball 2002;GameCube;2001;Acclaim Entertainment;0.22;0.17;0.04;0.0;0.01;6th Gen;Home Console;Nintendo
394;All-Star Baseball 2002;PlayStation 2;2001;Acclaim Entertainment;0.55;0.27;0.21;0.0;0.07;6th Gen;Home Console;Sony
395;All-Star Baseball 2003;GameCube;2002;Acclaim Entertainment;0.15;0.12;0.03;0.0;0.0;6th Gen;Home Console;Nintendo
396;All-Star Baseball 2003;PlayStation 2;2002;Acclaim Entertainment;0.77;0.38;0.29;0.0;0.1;6th Gen;Home Console;Sony
397;All-Star Baseball 2003;Xbox;2002;Acclaim Entertainment;0.26;0.19;0.06;0.0;0.01;6th Gen;Home Console;Microsoft
