;Name;Platform_norm;Year;developer;Global_Sales;NA_Sales;EU_Sales;JP_Sales;Other_Sales;Generation;Console_Type;Company
2428;Conflict: Denied Ops (JP sales);Xbox 360;2008;Pivotal Games;0.0;0.0;0.0;0.0;0.0;7th Gen;Home Console;Microsoft
2429;Conflict: Desert Storm;GameCube;2003;Pivotal Games;0.08;0.06;0.02;0.0;0.0;6th Gen;Home Console;Nintendo
2430;Conflict: Desert Storm;PlayStation 2;2002;Pivotal Games;1.57;0.98;0.53;0.0;0.06;6th Gen;Home Console;Sony
2431;Conflict: Desert Storm;Xbox;2002;Pivotal Games;0.87;0.48;0.37;0.0;0.02;6th Gen;Home Console;Microsoft
2432;Conflict: Desert Storm II - Back to Bagdhad;GameCube;2004;Pivotal Games;0.04;0.03;0.01;0.0;0.0;6th Gen;Home Console;Nintendo
2433;Conflict: Desert Storm II - Back to Bagdhad;PlayStation 2;2003;Pivotal Games;0.77;0.38;0.29;0.0;0.1;6th Gen;Home Console;Sony
2434;Conflict: Desert Storm II - Back to Bagdhad;Xbox;2003;Pivotal Games;0.28;0.21;0.06;0.0;0.01;6th Gen;Home Console;Microsoft
2435;Conflict: Global Terror;PlayStation 2;2005;Pivotal Games;0.18;0.09;0.07;0.0;0.02;6th Gen;Home Console;Sony
2436;Conflict: Global Terror;Xbox;2005;Pivotal Games;0.1;0.08;0.02;0.0;0.0;6th Gen;Home Console;Microsoft
2437;Conflict: Vietnam;PlayStation 2;2004;Pivotal Games;0.53;0.26;0.2;0.0;0.07;6th Gen;Home Console;Sony
2438;Conflict: Vietnam;Xbox;2004;Pivotal Games;0.23;0.17;0.05;0.0;0.01;6th Gen;Home Console;Microsoft
2439;Conker's Bad Fur Day;Nintendo 64;2001;Rare Ltd.;0.77;0.53;0.22;0.0;0.02;5th Gen;Home Console;Nintendo
2440;Conker: Live And Reloaded;Xbox;2005;Rare Ltd.;0.71;0.49;0.2;0.0;0.02;6th Gen;Home Console;Microsoft
2441;Constantine;PlayStation 2;2005;Bits Studios;0.1;0.05;0.04;0.0;0.01;6th Gen;Home Console;Sony
2442;Constantine;Xbox;2005;Bits Studios;0.05;0.04;0.01;0.0;0.0;6th Gen;Home Console;Microsoft
2443;Constructor HD;PlayStation 4;2017;System 3;0.11;0.09;0.0;0.0;0.02;8th Gen;Home Console;Sony
2444;Constructor HD;Xbox One;2017;System 3;0.08;0.07;0.0;0.0;0.01;8th Gen;Home Console;Microsoft
2445;Contact;Nintendo DS;2006;Grasshopper Manufacture;0.11;0.07;0.0;0.03;0.01;7th Gen;Handheld;Nintendo
2446;Contender 2;PlayStation;2000;Bam Entertainment;0.56;0.31;0.21;0.0;0.04;5th Gen;Home Console;Sony
2447;Contra 4;Nintendo DS;2007;WayForward Technologies;0.31;0.28;0.0;0.01;0.02;7th Gen;Handheld;Nintendo
2448;Contra: Legacy of War;PlayStation;1996;Appaloosa Interactive;0.66;0.37;0.25;0.0;0.04;5th Gen;Home Console;Sony
2449;Contra: Shattered Soldier;PlayStation 2;2002;Konami Computer Entertainment Tokyo;0.57;0.28;0.22;0.0;0.07;6th Gen;Home Console;Sony
2450;Cook Wars;Wii;2009;Virtual Toys;0.03;0.03;0.0;0.0;0.0;7th Gen;Home Console;Nintendo
2451;Cookie & Cream;Nintendo DS;2007;From Software;0.01;0.01;0.0;0.0;0.0;7th Gen;Handheld;Nintendo
2452;Cookie Shop;Nintendo DS;2009;TDK Core;0.0;0.0;0.0;0.0;0.0;7th Gen;Handheld;Nintendo
2453;Cooking Idol I! My! Main! Game de Hirameki! Kirameki Cooking;Nintendo DS;2010;Konami;0.0;0.0;0.0;0.0;0.0;7th Gen;Handheld;Nintendo
2454;Cooking Mama;Nintendo DS;2006;Office Create;5.66;3.09;1.92;0.07;0.58;7th Gen;Handheld;Nintendo
2455;Cooking Mama 2: Dinner With Friends;Nintendo DS;2007;Office Create;3.58;1.6;1.49;0.1;0.39;7th Gen;Handheld;Nintendo
2456;Cooking Mama 3: Shop & Chop;Nintendo DS;2009;Cooking Mama Ltd.;1.7;0.79;0.66;0.08;0.17;7th Gen;Handheld;Nintendo
2457;Cooking Mama 4: Kitchen Magic!;Nintendo 3DS;2011;Cooking Mama Ltd.;0.63;0.5;0.07;0.0;0.06;8th Gen;Handheld;Nintendo
2458;Cooking Mama 5;Nintendo 3DS;2013;Cooking Mama Limited;0.03;0.0;0.0;0.03;0.0;8th Gen;Handheld;Nintendo
2459;Cooking Mama 5: Bon Appetit!;Nintendo 3DS;2013;;0.03;0.0;0.0;0.03;0.0;8th Gen;Handheld;Nintendo
2460;Cooking Mama: Cook Off;Wii;2007;Office Create;2.88;1.41;1.12;0.05;0.3;7th Gen;Home Console;Nintendo
2461;Cooking Mama: My Sweets Shop;Nintendo 3DS;2014;;0.03;0.0;0.0;0.03;0.0;8th Gen;Handheld;Nintendo
2462;Cooking Mama: Sweet Shop;Nintendo 3DS;2017;Office Create;0.07;0.03;0.0;0.04;0.0;8th Gen;Handheld;Nintendo
2463;Cooking Mama: World Kitchen;Wii;2008;Cooking Mama Limited;0.87;0.51;0.27;0.01;0.08;7th Gen;Home Console;Nintendo
2464;Cool Boarders;PlayStation;1996;UEP Systems;0.44;0.1;0.07;0.24;0.03;5th Gen;Home Console;Sony
2465;Cool Boarders 2;PlayStation;1997;UEP Systems;2.26;1.52;0.46;0.2;0.08;5th Gen;Home Console;Sony
2466;Cool Boarders 2001;PlayStation;2000;Idol Minds Digital Entertainment;0.42;0.23;0.16;0.0;0.03;5th Gen;Home Console;Sony
2467;Cool Boarders 2001;PlayStation 2;2001;Idol Minds Digital Entertainment;0.33;0.16;0.13;0.0;0.04;6th Gen;Home Console;Sony
2468;Cool Boarders 3;PlayStation;1998;Idol Minds Digital Entertainment;2.31;1.65;0.46;0.1;0.1;5th Gen;Home Console;Sony
2469;Cool Boarders 4;PlayStation;1999;Idol Minds Digital Entertainment;1.17;0.65;0.44;0.0;0.08;5th Gen;Home Console;Sony
2470;Coraline;Nintendo DS;2009;Art;0.04;0.04;0.0;0.0;0.0;7th Gen;Handheld;Nintendo
2471;Coraline;PlayStation 2;2009;Papaya Studios;0.11;0.06;0.04;0.0;0.01;6th Gen;Home Console;Sony
2472;Coraline;Wii;2009;Papaya Studios;0.05;0.05;0.0;0.0;0.0;7th Gen;Home Console;Nintendo
2473;Corpse Party;PlayStation Portable;2011;Team GrisGris;0.05;0.0;0.0;0.05;0.0;6th Gen;Handheld;Sony
2474;Corpse Party: Back to School Edition;Nintendo 3DS;2016;Xseed Games;0.12;0.11;0.0;0.0;0.01;8th Gen;Handheld;Nintendo
2475;Corpse Party: Blood Covered - Repeated Fear;Nintendo 3DS;2015;Team GrisGris;0.05;0.0;0.0;0.05;0.0;8th Gen;Handheld;Nintendo
2476;Corpse Party: Blood Covered - Repeated Fear;PlayStation Portable;2010;;0.05;0.0;0.0;0.05;0.0;6th Gen;Handheld;Sony
2477;Corpse Party: Blood Drive;PlayStation Vita;2015;Team GrisGris;0.22;0.11;0.01;0.06;0.04;8th Gen;Handheld;Sony
2478;Corpse Party: Blood Drive;PlayStation Vita;2014;;0.25;0.11;0.03;0.06;0.05;8th Gen;Handheld;Sony
2479;Corpse Party: Book of Shadows;PlayStation Portable;2011;Team GrisGris;0.04;0.0;0.0;0.04;0.0;6th Gen;Handheld;Sony
2480;Corvette;PlayStation 2;2004;Steel Monkeys;1.33;0.65;0.51;0.0;0.17;6th Gen;Home Console;Sony
2481;Corvette;Xbox;2003;Steel Monkeys;0.24;0.18;0.05;0.0;0.01;6th Gen;Home Console;Microsoft
2482;Corvette Evolution GT;Nintendo DS;2008;Firebrand Games;0.11;0.1;0.0;0.0;0.01;7th Gen;Handheld;Nintendo
2483;Cory in the House;Nintendo DS;2008;Handheld Games;0.11;0.1;0.0;0.0;0.01;7th Gen;Handheld;Nintendo
2484;Cory in the House;Nintendo DS;2007;;0.12;0.11;0.0;0.0;0.01;7th Gen;Handheld;Nintendo
2485;Cosmetic Paradise: Make no Kiseki;Nintendo DS;2008;Global A Entertainment;0.01;0.0;0.0;0.01;0.0;7th Gen;Handheld;Nintendo
2486;Cosmic Family;Wii;2007;Ubisoft Barcelona;0.08;0.07;0.0;0.0;0.01;7th Gen;Home Console;Nintendo
2487;Cosmos Chaos!;Nintendo DS;2010;Mentor Interactive;0.07;0.06;0.0;0.0;0.01;7th Gen;Handheld;Nintendo
2488;Countdown Vampires;PlayStation;2000;K2 LLC;0.03;0.02;0.01;0.0;0.0;5th Gen;Home Console;Sony
2489;Countdown: The Game;Nintendo DS;2009;Mindscape;0.15;0.0;0.14;0.0;0.01;7th Gen;Handheld;Nintendo
2490;Countdown: The Game;Wii;2009;Mindscape;0.05;0.0;0.05;0.0;0.0;7th Gen;Home Console;Nintendo
2491;Counter Force;Wii;2007;Hyper-Devbox;0.04;0.04;0.0;0.0;0.0;7th Gen;Home Console;Nintendo
2492;Counter-Strike;Xbox;2003;Valve Software;1.12;0.85;0.23;0.0;0.04;6th Gen;Home Console;Microsoft
2493;Country Dance;Wii;2011;High Voltage Software;0.67;0.58;0.04;0.0;0.05;7th Gen;Home Console;Nintendo
2494;Country Dance 2;Wii;2011;High Voltage Software;0.46;0.43;0.0;0.0;0.03;7th Gen;Home Console;Nintendo
2495;Country Dance: All Stars;Xbox 360;2012;GameMill Entertainment;0.18;0.16;0.0;0.0;0.02;7th Gen;Home Console;Microsoft
2496;Courier Crisis;PlayStation;1997;New Level Software;0.16;0.09;0.06;0.0;0.01;5th Gen;Home Console;Sony
2497;Coven and Labyrinth of Refrain;PlayStation Vita;2016;;0.01;0.0;0.0;0.01;0.0;8th Gen;Handheld;Sony
2498;Covert Ops: Nuclear Dawn;PlayStation;2000;Sugar & Rockets;0.24;0.13;0.09;0.0;0.02;5th Gen;Home Console;Sony
2499;Crackdown;Xbox 360;2007;Realtime Worlds;1.75;1.0;0.54;0.03;0.18;7th Gen;Home Console;Microsoft
2500;Crackdown 2;Xbox 360;2010;Ruffian Games;1.11;0.63;0.36;0.02;0.1;7th Gen;Home Console;Microsoft
2501;Cradle Double Pack;Nintendo DS;2011;cerasus.media GmbH;0.0;0.0;0.0;0.0;0.0;7th Gen;Handheld;Nintendo
2502;Cradle of Rome;Nintendo DS;2008;cerasus.media GmbH;0.24;0.05;0.16;0.0;0.03;7th Gen;Handheld;Nintendo
2503;Crafting Mama;Nintendo DS;2010;Cooking Mama Limited;0.65;0.39;0.2;0.01;0.05;7th Gen;Handheld;Nintendo
2504;Cranium Kabookii;Wii;2007;Ubisoft Quebec;0.14;0.13;0.0;0.0;0.01;7th Gen;Home Console;Nintendo
2505;Crank In;PlayStation Vita;2017;Petit Reve;0.0;0.0;0.0;0.0;0.0;8th Gen;Handheld;Sony
2506;Crash 'N' Burn;PlayStation 2;2004;Climax Group;0.22;0.11;0.08;0.0;0.03;6th Gen;Home Console;Sony
2507;Crash 'N' Burn;Xbox;2004;Climax Group;0.09;0.07;0.02;0.0;0.0;6th Gen;Home Console;Microsoft
2508;Crash Bandicoot;PlayStation;1996;Naughty Dog;6.82;3.23;2.35;0.94;0.3;5th Gen;Home Console;Sony
2509;Crash Bandicoot 2: Cortex Strikes Back;PlayStation;1997;Naughty Dog;7.57;3.78;2.17;1.31;0.31;5th Gen;Home Console;Sony
2510;Crash Bandicoot 3: Warped;PlayStation;1998;Naughty Dog;7.13;3.68;1.75;1.42;0.28;5th Gen;Home Console;Sony
2511;Crash Bandicoot N. Sane Trilogy;PlayStation 4;2017;Vicarious Visions;4.82;1.09;2.92;0.07;0.74;8th Gen;Home Console;Sony
2512;Crash Bandicoot N. Sane Trilogy;Switch;2018;Toys for Bob;1.12;0.44;0.57;0.02;0.09;8th Gen;Hybrid;Nintendo
2513;Crash Bandicoot N. Sane Trilogy;Xbox One;2018;Vicarious Visions;0.65;0.23;0.37;0.0;0.05;8th Gen;Home Console;Microsoft
2514;Crash Bandicoot: The Wrath of Cortex;GameCube;2002;Traveller's Tales;0.6;0.46;0.12;0.0;0.02;6th Gen;Home Console;Nintendo
2515;Crash Bandicoot: The Wrath of Cortex;PlayStation 2;2001;Traveller's Tales;5.42;2.07;2.29;0.24;0.82;6th Gen;Home Console;Sony
2516;Crash Bandicoot: The Wrath of Cortex;Xbox;2002;Traveller's Tales;1.23;0.59;0.57;0.0;0.07;6th Gen;Home Console;Microsoft
2517;Crash Bash;PlayStation;2000;Eurocom Entertainment Software;3.39;1.56;1.47;0.19;0.17;5th Gen;Home Console;Sony
2518;Crash Boom Bang!;Nintendo DS;2006;Dimps Corporation;0.09;0.07;0.01;0.0;0.01;7th Gen;Handheld;Nintendo
2519;Crash Nitro Kart;GameCube;2003;Vicarious Visions;0.26;0.2;0.05;0.0;0.01;6th Gen;Home Console;Nintendo
2520;Crash Nitro Kart;PlayStation 2;2003;Vicarious Visions;1.95;0.74;1.01;0.0;0.2;6th Gen;Home Console;Sony
2521;Crash Nitro Kart;Xbox;2003;Vicarious Visions;0.32;0.24;0.07;0.0;0.01;6th Gen;Home Console;Microsoft
2522;Crash Tag Team Racing;GameCube;2005;Radical Entertainment;0.15;0.12;0.03;0.0;0.0;6th Gen;Home Console;Nintendo
2523;Crash Tag Team Racing;PlayStation 2;2005;Radical Entertainment;0.55;0.27;0.21;0.0;0.07;6th Gen;Home Console;Sony
2524;Crash Tag Team Racing;PlayStation Portable;2005;Radical Entertainment;0.25;0.16;0.06;0.0;0.03;6th Gen;Handheld;Sony
2525;Crash Tag Team Racing;Xbox;2005;Radical Entertainment;0.12;0.09;0.03;0.0;0.0;6th Gen;Home Console;Microsoft
2526;Crash Team Racing;PlayStation;1999;Naughty Dog;4.79;2.57;1.57;0.44;0.21;5th Gen;Home Console;Sony
2527;Crash Time III;Xbox 360;2010;Synetic;0.0;0.0;0.0;0.0;0.0;7th Gen;Home Console;Microsoft
2528;Crash Time: Autobahn Pusuit;Xbox 360;2008;Synetic;0.03;0.03;0.0;0.0;0.0;7th Gen;Home Console;Microsoft
2529;Crash of the Titans;Nintendo DS;2007;Amaze Entertainment;0.48;0.42;0.02;0.0;0.04;7th Gen;Handheld;Nintendo
2530;Crash of the Titans;PlayStation 2;2007;Unknown;0.41;0.34;0.01;0.0;0.06;6th Gen;Home Console;Sony
2531;Crash of the Titans;PlayStation Portable;2007;SuperVillain Studios;0.65;0.25;0.25;0.0;0.15;6th Gen;Handheld;Sony
2532;Crash of the Titans;Wii;2007;Radical Entertainment;0.44;0.39;0.02;0.0;0.03;7th Gen;Home Console;Nintendo
2533;Crash of the Titans;Xbox 360;2007;Radical Entertainment;0.31;0.27;0.02;0.0;0.02;7th Gen;Home Console;Microsoft
2534;Crash: Mind Over Mutant;Nintendo DS;2008;TOSE;0.41;0.38;0.0;0.0;0.03;7th Gen;Handheld;Nintendo
2535;Crash: Mind Over Mutant;PlayStation 2;2008;Radical Entertainment;0.5;0.25;0.19;0.0;0.06;6th Gen;Home Console;Sony
2536;Crash: Mind Over Mutant;PlayStation Portable;2008;Virtuos;0.43;0.11;0.21;0.0;0.11;6th Gen;Handheld;Sony
2537;Crash: Mind Over Mutant;Wii;2008;Radical Entertainment;0.44;0.35;0.06;0.0;0.03;7th Gen;Home Console;Nintendo
2538;Crash: Mind Over Mutant;Xbox 360;2008;Radical Entertainment;0.47;0.22;0.2;0.0;0.05;7th Gen;Home Console;Microsoft
2539;Crash: Twinsanity;PlayStation 2;2004;Traveller's Tales;0.65;0.32;0.25;0.0;0.08;6th Gen;Home Console;Sony
2540;Crash: Twinsanity;Xbox;2004;Traveller's Tales;0.15;0.11;0.03;0.0;0.01;6th Gen;Home Console;Microsoft
2541;Crayola Scoot;PlayStation 4;2018;Outright Games;0.01;0.01;0.0;0.0;0.0;8th Gen;Home Console;Sony
2542;Crayola Scoot;Switch;2018;Outright Games;0.01;0.01;0.0;0.0;0.0;8th Gen;Hybrid;Nintendo
2543;Crayola Scoot;Xbox One;2018;Outright Games;0.01;0.01;0.0;0.0;0.0;8th Gen;Home Console;Microsoft
2544;Crayola: Colorful Journey;Wii;2009;Crave Entertainment;0.07;0.07;0.0;0.0;0.0;7th Gen;Home Console;Nintendo
2545;Crayola: Treasure Adventures;Nintendo DS;2007;Crave Entertainment;0.46;0.42;0.01;0.0;0.03;7th Gen;Handheld;Nintendo
2546;Crayon Shin-Chan Gekiatsu! Oden Wa ~ Rudo Dai Konran!!;Nintendo 3DS;2017;FuRyu;0.0;0.0;0.0;0.0;0.0;8th Gen;Handheld;Nintendo
2547;Crayon Shin-Chan Shokkugan! Densetsu o Yobu Omake Daiketsusen!!;Nintendo DS;2010;Bandai Namco Games;0.09;0.0;0.0;0.09;0.0;7th Gen;Handheld;Nintendo
2548;Crayon Shin-Chan: Obaka Daininden - Susume! Kasukabe Ninja Tai!;Nintendo DS;2010;Bandai Namco Games;0.07;0.0;0.0;0.07;0.0;7th Gen;Handheld;Nintendo
2549;Crayon Shin-Chan: Uchuu de Achoo!? Yuujou no Oba-Karate!!;Nintendo 3DS;2011;Bandai Namco Games;0.02;0.0;0.0;0.02;0.0;8th Gen;Handheld;Nintendo
2550;Crayon Shin-chan: Arashi o Yobu Kasukabe Eiga Stars!;Nintendo 3DS;2014;Inti Creates;0.06;0.0;0.0;0.06;0.0;8th Gen;Handheld;Nintendo
2551;Crazy Chicken Tales;Wii;2009;Conspiracy Entertainment Corporation;0.06;0.06;0.0;0.0;0.0;7th Gen;Home Console;Nintendo
2552;Crazy Chicken: Atlantis Quest;Nintendo DS;2009;Phenomedia;0.04;0.04;0.0;0.0;0.0;7th Gen;Handheld;Nintendo
2553;Crazy Chicken: Pharaoh's Treasure;Nintendo DS;2009;Phenomedia;0.05;0.05;0.0;0.0;0.0;7th Gen;Handheld;Nintendo
2554;Crazy Chicken: Star Karts;Nintendo DS;2009;Phenomedia;0.03;0.03;0.0;0.0;0.0;7th Gen;Handheld;Nintendo
2555;Crazy Frog Racer;Nintendo DS;2006;Digital Jesters;0.0;0.0;0.0;0.0;0.0;7th Gen;Handheld;Nintendo
2556;Crazy Machines;Nintendo DS;2008;FAKT Software GmBH;0.03;0.0;0.03;0.0;0.0;7th Gen;Handheld;Nintendo
2557;Crazy Machines;Wii;2011;FAKT Software GmBH;0.02;0.01;0.01;0.0;0.0;7th Gen;Home Console;Nintendo
2558;Crazy Machines 2;Nintendo DS;2009;FAKT Software GmBH;0.0;0.0;0.0;0.0;0.0;7th Gen;Handheld;Nintendo
2559;Crazy Taxi;GameCube;2001;Hitmaker;0.48;0.36;0.09;0.02;0.01;6th Gen;Home Console;Nintendo
2560;Crazy Taxi;PlayStation 2;2001;Hitmaker;2.53;1.13;1.12;0.06;0.22;6th Gen;Home Console;Sony
2561;Crazy Taxi 3: High Roller;Xbox;2002;Hitmaker;0.21;0.14;0.04;0.02;0.01;6th Gen;Home Console;Microsoft
2562;Crazy Taxi: Fare Wars;PlayStation Portable;2007;Sniper Studios;0.48;0.1;0.23;0.02;0.13;6th Gen;Handheld;Sony
2563;Create;PlayStation 3;2010;EA Bright Light;0.16;0.11;0.03;0.0;0.02;7th Gen;Home Console;Sony
2564;Create;Wii;2010;EA Bright Light;0.28;0.23;0.03;0.0;0.02;7th Gen;Home Console;Nintendo
2565;Create;Xbox 360;2010;EA Bright Light;0.14;0.1;0.03;0.0;0.01;7th Gen;Home Console;Microsoft
2566;Creed: Rise to Glory;PlayStation 4;2018;Survios;0.19;0.15;0.0;0.0;0.04;8th Gen;Home Console;Sony
2567;Creeper World 3: Arc Eternal;Wii;2009;;0.1;0.0;0.0;0.1;0.0;7th Gen;Home Console;Nintendo
2568;Crime Crackers;PlayStation;1994;Media.Vision;0.1;0.0;0.0;0.09;0.01;5th Gen;Home Console;Sony
2569;Crime Killer;PlayStation;1998;Pixelogic;0.12;0.07;0.04;0.0;0.01;5th Gen;Home Console;Sony
2570;Crime Lab: Body of Evidence;Nintendo DS;2010;City Interactive;0.06;0.05;0.01;0.0;0.0;7th Gen;Handheld;Nintendo
2571;Crime Life: Gang Wars;Xbox;2005;Hothouse Creations;0.05;0.04;0.01;0.0;0.0;6th Gen;Home Console;Microsoft
2572;Crime Scene;Nintendo DS;2010;White Birds Productions;0.02;0.0;0.02;0.0;0.0;7th Gen;Handheld;Nintendo
2573;Criminal Girls;PlayStation Portable;2010;imageepoch Inc.;0.08;0.0;0.0;0.08;0.0;6th Gen;Handheld;Sony
2574;Criminal Girls 2;PlayStation Vita;2015;;0.03;0.0;0.0;0.03;0.0;8th Gen;Handheld;Sony
2575;Criminal Girls: Invite Only;PlayStation Portable;2010;;0.08;0.0;0.0;0.08;0.0;6th Gen;Handheld;Sony
2576;Criminal Girls: Invite Only;PlayStation Vita;2015;Nippon Ichi Software;0.07;0.01;0.01;0.04;0.01;8th Gen;Handheld;Sony
2577;Criminal Girls: Invite Only;PlayStation Vita;2013;;0.12;0.04;0.02;0.04;0.02;8th Gen;Handheld;Sony
2578;Crimson Gem Saga;PlayStation Portable;2009;IronNos Co., Ltd.;0.06;0.06;0.0;0.0;0.0;6th Gen;Handheld;Sony
2579;Crimson Room Reverse;PlayStation Portable;2008;Takagism Inc.;0.0;0.0;0.0;0.0;0.0;6th Gen;Handheld;Sony
2580;Crimson Sea;Xbox;2002;Koei;0.09;0.04;0.01;0.04;0.0;6th Gen;Home Console;Microsoft
2581;Crimson Sea 2;PlayStation 2;2004;Koei;0.07;0.03;0.03;0.0;0.01;6th Gen;Home Console;Sony
2582;Crimson Skies: High Road to Revenge;Xbox;2003;FASA Studio;0.87;0.65;0.19;0.0;0.03;6th Gen;Home Console;Microsoft
2583;Crimson Tears;PlayStation 2;2004;Spike / DreamFactory Ltd.;0.03;0.02;0.01;0.0;0.0;6th Gen;Home Console;Sony
2584;Crisis Core: Final Fantasy VII;PlayStation Portable;2007;;3.19;1.35;0.6;0.8;0.44;6th Gen;Handheld;Sony
2585;Critical Depth;PlayStation;1997;SingleTrac;0.23;0.13;0.09;0.0;0.01;5th Gen;Home Console;Sony
2586;Criticom;PlayStation;1996;Kronos Digital Entertainment;0.13;0.07;0.05;0.0;0.01;5th Gen;Home Console;Sony
2587;Croc 2;PlayStation;1999;Argonaut Games;0.74;0.41;0.28;0.0;0.05;5th Gen;Home Console;Sony
2588;Croc: Legend of the Gobbos;PlayStation;1997;Argonaut Games;3.56;1.57;1.79;0.0;0.2;5th Gen;Home Console;Sony
2589;Cross + Channel;PlayStation Portable;2010;;0.02;0.0;0.0;0.02;0.0;6th Gen;Handheld;Sony
2590;Cross Ange: Tenshi to Ryuu no Rondo tr.;PlayStation Vita;2015;Unknown;0.02;0.0;0.0;0.02;0.0;8th Gen;Handheld;Sony
2591;Cross Channel: In Memory of All People;Xbox 360;2011;KID Corporation;0.02;0.0;0.0;0.02;0.0;7th Gen;Home Console;Microsoft
2592;Cross Edge;PlayStation 3;2009;Compile Heart;0.23;0.14;0.02;0.05;0.02;7th Gen;Home Console;Sony
2593;Cross Edge Dash;Xbox 360;2009;Compile Heart;0.01;0.0;0.0;0.01;0.0;7th Gen;Home Console;Microsoft
2594;Cross Treasures;Nintendo DS;2009;V Jump / Square Enix;0.02;0.0;0.0;0.02;0.0;7th Gen;Handheld;Nintendo
2595;Cross † Channel;PlayStation Portable;2010;CyberFront;0.02;0.0;0.0;0.02;0.0;6th Gen;Handheld;Sony
2596;Crossroad Crisis;PlayStation;2001;A1 Games;0.01;0.01;0.0;0.0;0.0;5th Gen;Home Console;Sony
2597;CrossworDS;Nintendo DS;2008;Nuevo Retro Games / NST;0.54;0.5;0.0;0.0;0.04;7th Gen;Handheld;Nintendo
2598;Crouching Tiger, Hidden Dragon;PlayStation 2;2003;Light Weight;0.13;0.06;0.05;0.0;0.02;6th Gen;Home Console;Sony
2599;Crouching Tiger, Hidden Dragon;Xbox;2003;Genki;0.01;0.01;0.0;0.0;0.0;6th Gen;Home Console;Microsoft
2600;Crows: Burning Edge;PlayStation 4;2016;Bandai Namco Games;0.03;0.0;0.0;0.03;0.0;8th Gen;Home Console;Sony
2601;Cruis'n;Wii;2007;Midway Studios San Diego;0.12;0.1;0.01;0.0;0.01;7th Gen;Home Console;Nintendo
2602;Cruis'n Exotica;Nintendo 64;2000;Gratuitous Games;0.21;0.17;0.04;0.0;0.0;5th Gen;Home Console;Nintendo
2603;Cruis'n USA;Nintendo 64;1996;Midway Games;1.74;1.69;0.04;0.0;0.01;5th Gen;Home Console;Nintendo
2604;Cruis'n World;Nintendo 64;1998;Eurocom Entertainment Software;0.64;0.59;0.04;0.0;0.01;5th Gen;Home Console;Nintendo
2605;Cruise Ship Vacation Games;Wii;2009;Frozen Codebase;0.13;0.12;0.0;0.0;0.01;7th Gen;Home Console;Nintendo
2606;Crusader: No Remorse;PlayStation;1996;Realtime Associates;0.05;0.03;0.02;0.0;0.0;5th Gen;Home Console;Sony
2607;Crusaders of Might and Magic;PlayStation;2000;3DO;0.26;0.14;0.1;0.0;0.02;5th Gen;Home Console;Sony
2608;Crush;PlayStation Portable;2007;Zoe Mode;0.08;0.07;0.0;0.0;0.01;6th Gen;Handheld;Sony
2609;Crush3D;Nintendo 3DS;2012;Zoë Mode;0.15;0.1;0.04;0.0;0.01;8th Gen;Handheld;Nintendo
2610;Crusty Demons;Xbox;2006;Climax Group;0.01;0.01;0.0;0.0;0.0;6th Gen;Home Console;Microsoft
2611;Crypt Killer;PlayStation;1997;Konami Computer Entertainment Tokyo;0.03;0.02;0.01;0.0;0.0;5th Gen;Home Console;Sony
2612;Crysis 2;PlayStation 3;2011;Crytek;1.33;0.48;0.57;0.06;0.22;7th Gen;Home Console;Sony
2613;Crysis 2;Xbox 360;2011;Crytek;1.38;0.73;0.5;0.02;0.13;7th Gen;Home Console;Microsoft
2614;Crysis 3;PlayStation 3;2013;Crytek;0.91;0.26;0.48;0.03;0.14;7th Gen;Home Console;Sony
2615;Crysis 3;Xbox 360;2013;Crytek;0.92;0.51;0.32;0.01;0.08;7th Gen;Home Console;Microsoft
2616;Crystar;PlayStation 4;2019;FuRyu;0.02;0.0;0.0;0.02;0.0;8th Gen;Home Console;Sony
2617;Cube;PlayStation Portable;2007;Metia Interactive;0.02;0.02;0.0;0.0;0.0;6th Gen;Handheld;Sony
2618;Cube Creator DX;Nintendo 3DS;2017;Big John Games;0.04;0.0;0.0;0.04;0.0;8th Gen;Handheld;Nintendo
2619;Cube Creator X;Switch;2018;Arc System Works;0.01;0.0;0.0;0.01;0.0;8th Gen;Hybrid;Nintendo
2620;Cubic Ninja;Nintendo 3DS;2011;AQ Interactive;0.1;0.05;0.04;0.0;0.01;8th Gen;Handheld;Nintendo
2621;Cubivore: Survival of the Fittest;GameCube;2002;Saru Brunei / Intelligent Systems;0.16;0.01;0.0;0.15;0.0;6th Gen;Home Console;Nintendo
2622;Cubix Robots for Everyone: Showdown;GameCube;2003;Blitz Games;0.0;0.0;0.0;0.0;0.0;6th Gen;Home Console;Nintendo
2623;Culdcept;Nintendo 3DS;2017;OmiyaSoft;0.29;0.04;0.01;0.23;0.01;8th Gen;Handheld;Nintendo
2624;Culdcept;Nintendo 3DS;2012;;0.16;0.0;0.0;0.16;0.0;8th Gen;Handheld;Nintendo
2625;Culdcept;PlayStation 2;2003;OmiyaSoft;0.02;0.01;0.01;0.0;0.0;6th Gen;Home Console;Sony
2626;Culdcept DS;Nintendo DS;2008;OmiyaSoft;0.1;0.0;0.0;0.1;0.0;7th Gen;Handheld;Nintendo
2627;Culdcept Revolt;Nintendo 3DS;2017;OmiyaSoft;0.07;0.0;0.0;0.07;0.0;8th Gen;Handheld;Nintendo
2628;Culdcept Revolt;Nintendo 3DS;2016;;0.05;0.0;0.0;0.05;0.0;8th Gen;Handheld;Nintendo
